Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src
minimalist-blue-highlighter,Minimalist Blue Highlighter,"<p>This is a highly reliable minimalist blue highlighter, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Highlighter,"office, stationary, minimalist, blue",TRUE,Color,Blue,SKU-49603,500,shopify,126,deny,manual,82.79,99.35,TRUE,TRUE,https://images.unsplash.com/photo-1497032628192-86f99bcd76bc?random=684
durable-gray-sunscreen,Durable Gray Sunscreen,"<p>This is a highly reliable durable gray sunscreen, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Sunscreen,"personal care, durable, gray",TRUE,Color,Gray,SKU-11826,100,shopify,427,deny,manual,141.55,169.86,TRUE,TRUE,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?random=402
premium-gray-bed-sheets,Premium Gray Bed Sheets,"<p>This is a highly reliable premium gray bed sheets, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Bed Sheets,"home, bedroom, premium, gray",TRUE,Color,Gray,SKU-70274,100,shopify,364,deny,manual,54.41,,TRUE,TRUE,https://images.unsplash.com/photo-1513694203232-719a280e022f?random=233
ultra-blue-bed-sheets,Ultra Blue Bed Sheets,"<p>This is a highly reliable ultra blue bed sheets, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Bed Sheets,"home, bedroom, ultra, blue",TRUE,Color,Blue,SKU-28037,100,shopify,222,deny,manual,86.46,103.75,TRUE,TRUE,https://images.unsplash.com/photo-1513694203232-719a280e022f?random=180
minimalist-black-phone-case,Minimalist Black Phone Case,"<p>This is a highly reliable minimalist black phone case, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Phone Case,"electronics, tech, minimalist, black",TRUE,Color,Black,SKU-38918,250,shopify,391,deny,manual,112.85,,TRUE,TRUE,https://images.unsplash.com/photo-1498049794561-7780e7231661?random=3
smart-green-ironing-board,Smart Green Ironing Board,"<p>This is a highly reliable smart green ironing board, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Ironing Board,"cleaning, household, smart, green",TRUE,Color,Green,SKU-54168,100,shopify,478,deny,manual,30.36,36.43,TRUE,TRUE,https://images.unsplash.com/photo-1584820927498-cafe2c111059?random=667
minimalist-navy-pencil,Minimalist Navy Pencil,"<p>This is a highly reliable minimalist navy pencil, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Pencil,"office, stationary, minimalist, navy",TRUE,Color,Navy,SKU-82960,250,shopify,457,deny,manual,119.35,143.22,TRUE,TRUE,https://images.unsplash.com/photo-1497032628192-86f99bcd76bc?random=888
premium-gray-cooking-pot,Premium Gray Cooking Pot,"<p>This is a highly reliable premium gray cooking pot, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Cooking Pot,"kitchen, dining, premium, gray",TRUE,Color,Gray,SKU-31040,1000,shopify,395,deny,manual,71.48,85.78,TRUE,TRUE,https://images.unsplash.com/photo-1556910103-1c02745a872f?random=365
classic-gray-frying-pan,Classic Gray Frying Pan,"<p>This is a highly reliable classic gray frying pan, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Frying Pan,"kitchen, dining, classic, gray",TRUE,Color,Gray,SKU-15567,500,shopify,417,deny,manual,24.22,,TRUE,TRUE,https://images.unsplash.com/photo-1556910103-1c02745a872f?random=469
basic-orange-wall-clock,Basic Orange Wall Clock,"<p>This is a highly reliable basic orange wall clock, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Wall Clock,"home, bedroom, basic, orange",TRUE,Color,Orange,SKU-13970,250,shopify,19,deny,manual,57.06,,TRUE,TRUE,https://images.unsplash.com/photo-1513694203232-719a280e022f?random=63
durable-brown-aa-batteries,Durable Brown AA Batteries,"<p>This is a highly reliable durable brown aa batteries, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,AA Batteries,"electronics, tech, durable, brown",TRUE,Color,Brown,SKU-25339,100,shopify,493,deny,manual,13.18,15.82,TRUE,TRUE,https://images.unsplash.com/photo-1498049794561-7780e7231661?random=989
ultra-white-face-mask,Ultra White Face Mask,"<p>This is a highly reliable ultra white face mask, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Face Mask,"health, safety, ultra, white",TRUE,Color,White,SKU-35840,500,shopify,128,deny,manual,30.34,36.41,TRUE,TRUE,https://images.unsplash.com/photo-1583947215259-38e31be8751f?random=858
ultra-black-clear-tape,Ultra Black Clear Tape,"<p>This is a highly reliable ultra black clear tape, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Clear Tape,"office, stationary, ultra, black",TRUE,Color,Black,SKU-38936,1000,shopify,390,deny,manual,88.91,106.69,TRUE,TRUE,https://images.unsplash.com/photo-1497032628192-86f99bcd76bc?random=482
basic-orange-dustpan,Basic Orange Dustpan,"<p>This is a highly reliable basic orange dustpan, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Dustpan,"cleaning, household, basic, orange",TRUE,Color,Orange,SKU-62382,500,shopify,443,deny,manual,92.2,110.64,TRUE,TRUE,https://images.unsplash.com/photo-1584820927498-cafe2c111059?random=320
basic-green-soup-spoon,Basic Green Soup Spoon,"<p>This is a highly reliable basic green soup spoon, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Soup Spoon,"kitchen, dining, basic, green",TRUE,Color,Green,SKU-31017,1000,shopify,352,deny,manual,105.77,,TRUE,TRUE,https://images.unsplash.com/photo-1556910103-1c02745a872f?random=132
luxury-yellow-cushion,Luxury Yellow Cushion,"<p>This is a highly reliable luxury yellow cushion, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Cushion,"home, bedroom, luxury, yellow",TRUE,Color,Yellow,SKU-61276,250,shopify,427,deny,manual,38.29,,TRUE,TRUE,https://images.unsplash.com/photo-1513694203232-719a280e022f?random=234
essential-yellow-extension-cord,Essential Yellow Extension Cord,"<p>This is a highly reliable essential yellow extension cord, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Extension Cord,"electronics, tech, essential, yellow",TRUE,Color,Yellow,SKU-36194,100,shopify,246,deny,manual,30.14,,TRUE,TRUE,https://images.unsplash.com/photo-1498049794561-7780e7231661?random=25
durable-gray-highlighter,Durable Gray Highlighter,"<p>This is a highly reliable durable gray highlighter, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Highlighter,"office, stationary, durable, gray",TRUE,Color,Gray,SKU-77466,250,shopify,148,deny,manual,92.75,111.3,TRUE,TRUE,https://images.unsplash.com/photo-1497032628192-86f99bcd76bc?random=447
smart-pink-dustpan,Smart Pink Dustpan,"<p>This is a highly reliable smart pink dustpan, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Dustpan,"cleaning, household, smart, pink",TRUE,Color,Pink,SKU-76074,100,shopify,384,deny,manual,33.4,,TRUE,TRUE,https://images.unsplash.com/photo-1584820927498-cafe2c111059?random=144
smart-red-measuring-cups,Smart Red Measuring Cups,"<p>This is a highly reliable smart red measuring cups, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Measuring Cups,"kitchen, dining, smart, red",TRUE,Color,Red,SKU-56743,250,shopify,226,deny,manual,91.79,,TRUE,TRUE,https://images.unsplash.com/photo-1556910103-1c02745a872f?random=70
basic-black-daily-vitamins,Basic Black Daily Vitamins,"<p>This is a highly reliable basic black daily vitamins, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Daily Vitamins,"health, safety, basic, black",TRUE,Color,Black,SKU-46877,1000,shopify,33,deny,manual,128.73,154.48,TRUE,TRUE,https://images.unsplash.com/photo-1583947215259-38e31be8751f?random=444
durable-gray-scented-candle,Durable Gray Scented Candle,"<p>This is a highly reliable durable gray scented candle, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Scented Candle,"home, bedroom, durable, gray",TRUE,Color,Gray,SKU-40616,500,shopify,353,deny,manual,74.78,,TRUE,TRUE,https://images.unsplash.com/photo-1513694203232-719a280e022f?random=762
pro-orange-sunscreen,Pro Orange Sunscreen,"<p>This is a highly reliable pro orange sunscreen, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Sunscreen,"personal care, pro, orange",TRUE,Color,Orange,SKU-44443,250,shopify,485,deny,manual,134.04,160.85,TRUE,TRUE,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?random=5
minimalist-gold-screen-protector,Minimalist Gold Screen Protector,"<p>This is a highly reliable minimalist gold screen protector, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Screen Protector,"electronics, tech, minimalist, gold",TRUE,Color,Gold,SKU-34268,250,shopify,178,deny,manual,74.16,88.99,TRUE,TRUE,https://images.unsplash.com/photo-1498049794561-7780e7231661?random=822
everyday-black-lip-balm,Everyday Black Lip Balm,"<p>This is a highly reliable everyday black lip balm, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Lip Balm,"personal care, everyday, black",TRUE,Color,Black,SKU-97883,1000,shopify,424,deny,manual,98.87,,TRUE,TRUE,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?random=253
luxury-gray-band-aids,Luxury Gray Band-Aids,"<p>This is a highly reliable luxury gray band-aids, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Band-Aids,"health, safety, luxury, gray",TRUE,Color,Gray,SKU-61780,500,shopify,371,deny,manual,111.7,,TRUE,TRUE,https://images.unsplash.com/photo-1583947215259-38e31be8751f?random=779
minimalist-black-wireless-earbuds,Minimalist Black Wireless Earbuds,"<p>This is a highly reliable minimalist black wireless earbuds, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Wireless Earbuds,"electronics, tech, minimalist, black",TRUE,Color,Black,SKU-86951,250,shopify,394,deny,manual,58.45,70.14,TRUE,TRUE,https://images.unsplash.com/photo-1498049794561-7780e7231661?random=102
basic-purple-pop-up-toaster,Basic Purple Pop-up Toaster,"<p>This is a highly reliable basic purple pop-up toaster, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Pop-up Toaster,"kitchen, dining, basic, purple",TRUE,Color,Purple,SKU-74884,250,shopify,425,deny,manual,15.18,18.22,TRUE,TRUE,https://images.unsplash.com/photo-1556910103-1c02745a872f?random=975
luxury-gold-first-aid-kit,Luxury Gold First Aid Kit,"<p>This is a highly reliable luxury gold first aid kit, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,First Aid Kit,"health, safety, luxury, gold",TRUE,Color,Gold,SKU-95894,100,shopify,175,deny,manual,122.64,,TRUE,TRUE,https://images.unsplash.com/photo-1583947215259-38e31be8751f?random=217
durable-red-coffee-mug,Durable Red Coffee Mug,"<p>This is a highly reliable durable red coffee mug, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Coffee Mug,"kitchen, dining, durable, red",TRUE,Color,Red,SKU-64206,250,shopify,10,deny,manual,59.48,71.38,TRUE,TRUE,https://images.unsplash.com/photo-1556910103-1c02745a872f?random=216
durable-navy-aa-batteries,Durable Navy AA Batteries,"<p>This is a highly reliable durable navy aa batteries, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,AA Batteries,"electronics, tech, durable, navy",TRUE,Color,Navy,SKU-25219,500,shopify,420,deny,manual,51.61,,TRUE,TRUE,https://images.unsplash.com/photo-1498049794561-7780e7231661?random=174
premium-brown-bed-pillow,Premium Brown Bed Pillow,"<p>This is a highly reliable premium brown bed pillow, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Bed Pillow,"home, bedroom, premium, brown",TRUE,Color,Brown,SKU-45190,250,shopify,218,deny,manual,9.41,,TRUE,TRUE,https://images.unsplash.com/photo-1513694203232-719a280e022f?random=605
ultra-purple-dental-floss,Ultra Purple Dental Floss,"<p>This is a highly reliable ultra purple dental floss, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Dental Floss,"personal care, ultra, purple",TRUE,Color,Purple,SKU-72381,500,shopify,351,deny,manual,95.01,114.01,TRUE,TRUE,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?random=541
essential-navy-sponge,Essential Navy Sponge,"<p>This is a highly reliable essential navy sponge, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Sponge,"cleaning, household, essential, navy",TRUE,Color,Navy,SKU-58159,250,shopify,93,deny,manual,74.17,89.0,TRUE,TRUE,https://images.unsplash.com/photo-1584820927498-cafe2c111059?random=371
pro-blue-toothbrush,Pro Blue Toothbrush,"<p>This is a highly reliable pro blue toothbrush, perfect for everyday human usage. Built with durability and practicality in mind to serve your daily needs.</p>",AI Salesman Hub,Toothbrush,"personal care, pro, blue",TRUE,Color,Blue,SKU-53626,250,shopify,270,deny,manual,6.63,,TRUE,TRUE,https://images.unsplash.com/photo-1556228578-0d85b1a4d571?random=196
